Company Name,Website,City,State,Country,Description,Categories,LinkedIn,Facebook,Twitter,Booth
"Showa Denko Carbon, Inc.",http://www.sdkc.com,Ridgeville,SC,United States," Showa Denko Carbon is the world''s largest supplier of graphite electrodes.  With seven production facilities strategically situated across the globe, SDK can efficiently deliver high-quality graphite electrodes to electric steelmakers worldwide. In Ridgeville, South Carolina, SDK owns and operates the largest, and most environmentally-friendly UHP electrode plant in the industry.  SDK offers a full complement of graphite electrode sizes and value-added technical services, as well as granulated graphite for brake linings and other types of friction applications. Visit our booth at AISTech 2018.  If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Electric Steelmaking, Oxygen Steelmaking, Specialy Alloy & Foundry",https://www.linkedin.com/company/shinagawa-refractories-co--ltd-/,,,1221
Shuttlelift,http://www.shuttlelift.com,Sturgeon Bay,WI,United States," Shuttlelift rubber-tired gantry cranes are the preferred customer-inspired solution for heavy lifting requirements and are manufactured to specification for a multitude of applications worldwide. The Sturgeon Bay, Wis., USA, company manufactures cranes with capacities ranging from 15 to 1,000 tons and greater, all of which are supported by a global network of experienced dealers. Through superior engineering innovations, Shuttlelift has become one of the premier lines in today’s materials handling industry. Brands: Shuttlelift If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Material Handling, Project & Construction Management, Maintenance & Reliability, Cranes, Transportation & Logistics",https://www.linkedin.com/company/shinagawa-refractories-co--ltd-/,,,1040
SIBRE Siegerland Brakes USA,http://www.sibreusa.com,Cedarville,NJ,United States,"SIBRE  ‘Sure to be Safe’ is more than a motto.  Booth 2227  SIBRE is specialized in the design and manufacturing of reliable, long-lasting industrial brake systems. With innovative designs to be maintenance friendly, to remote condition monitoring, SIBRE can reduce maintenance costs while freeing up your maintenance team to be more available.                               SIBRE has your solution. We offer mechanical drive components for heavy duty equipment, predominantly used in metals, mining and ports to better support the customer with their requirements.    Based on nearly 60 years’ experience and keeping to our honored slogan “sure to be safe” SIBRE has cemented a worldwide, reputation as a leading supplier. Brands: Models SHI, USB, TEXU, TE, TE-I, CB, Couplings, Barrel Couplings, Wheels, Sheaves, Hook Blocks, Buffers Bumpers TMS Industrial Cooling Systems If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Material Handling, Electrical Applications, Computer Applications, Project & Construction Management, Maintenance & Reliability, Cranes, Transportation & Logistics",https://www.linkedin.com/company/shinagawa-refractories-co--ltd-/,,,2626
Sidenor Forgings & Castings,http://rfcsteel.com/,Reinosa,Cantabria,Spain,"Welcome and thanks for visiting our company.  Bienvenido!  Who better than a steel company with almost 100 years of expertise in the production of steels of all types to make products used by steel mills! Sidenor (Reinosa Works) produces forged pieces such as spindles, mandrels or pinion shafts and castings like chocks, slag pots and Sendzimir mill housings aimed at rolling mills and steel factories. Furthermore, we are specialists in forged rolls both back up rolls and workrolls for cold and hot rolling mills. Our forged rolls offer outstanding internal and surface soundness to meet your strength, hardness and reliability requirements. Sidenor (Reinosa Works) began in 1918. We are now in our 2nd century of producing forgings for different applications.  A century of experience and the variety of sectors we serve have allowed us to acquire an incomparable know-how in the production of high quality steel forgings and castings. Brands: Sidenor, Reinosa, JWF Group, Engineered Alloys If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cold Sheet Rolling, Hot Sheet Rolling, Long Products, Plate Rolling, Rolls, Specialy Alloy & Foundry",https://www.linkedin.com/company/shinagawa-refractories-co--ltd-/,,,1945
"Sidock Group, Inc.",http://www.sidockgroup.com,NOVI,MI,United States,"Sidock Group, Inc. welcomes you to AISTech2021!  Sidock Group, Inc. represents a broad base of engineering, architectural, and construction management skills with vast experience in steel manufacturing facilities.  Just a few of our many services include:   If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Electrical Applications, Energy & Utilities, Environmental, Maintenance & Reliability, Project & Construction Management, Safety & Health",https://www.linkedin.com/company/shinagawa-refractories-co--ltd-/,,,1552
SlipNOT® Metal Safety Flooring,http://www.slipnot.com,Detroit,MI,United States,"Visit us at Booth 1150 for project safety incorporation!  SlipNOT® manufactures durable, slip-resistant metal flooring products. SlipNOT® non-slip floor plates, grating, perforated plate, flattened expanded metal, stair treads, ladder rungs and handrails are used for new construction or retrofitting throughout hot and cold rolling mills across North America. SlipNOT® products are utilized for coolant, lubricant and recycling trenches, crossovers, catwalks, mezzanines, walkways, operator platforms, lift tables and various other applications. The unique SlipNOT® process deposits a stream of molten metal onto steel, aluminum, and stainless steel substrates creating an aggressive “peak and valley” non slip layer permanently bonded to the applied area at over 4,000 psi. SlipNOT® safety products retain traction in the most demanding environments, even when submerged in oil and other substances. Brands: SlipNOT®, Grip Plate®, Grip Grate®, Flex Grip®, Grid Grip® If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Safety & Health, Galvanizing, Project & Construction Management, Maintenance & Reliability",https://www.linkedin.com/company/shinagawa-refractories-co--ltd-/,,,2246
SMS group,http://www.sms-group.com,Pittsburgh,PA,United States,"SMS group
The Leading Partner in the World of Metals  SMS group is your leading partner in the world of metals. As a family-owned business headquartered in Germany, quality and innovation are in our DNA. Fast and flexible, we develop individual and modular solutions – whether it’s the design of a new plant, Modernization, Digitalization, or Life Cycle Services. In close collaboration with you, we help you ensure your success. As a market leader in the engineering, manufacturing of new plants, and servicing of equipment for the metallurgical industry, SMS group Inc. recognizes the needs of our clients and is committed to meeting or exceeding their demands. With product innovation, digital solutions, and necessary investments in tools and people, it is our goal to provide nothing less than total satisfaction to our customers. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cokemaking, Cold Sheet Rolling, Computer Applications, Continuous Casting, Cranes, Electric Steelmaking, Electrical Applications, Galvanizing, Hot Sheet Rolling, Ironmaking, Long Products, Lubrication & Hydraulics, Maintenance & Reliability, Material Handling, Metallurgy - Processing, Product & Applications, Metallurgy - Steelmaking & Casting, Oxygen Steelmaking, Pipe & Tube, Plate Rolling, Project & Construction Management, Rolls, Safety & Health, Specialy Alloy & Foundry, Transportation & Logistics, Tube Mills",https://www.linkedin.com/company/shinagawa-refractories-co--ltd-/,,,1821
Spraying Systems Co.,http://www.spray.com,WHEATON,IL,United States,"Spraying Systems Co. is a global leader in spray nozzles, providing the best in spray nozzles and accessories, complete integrated systems, support services and expertise to the steel industry. We offer a complete line of products designed specifically for use in steel mills, including cooling in continuous casting, hot mill and finishing mill operations, descale, coating, rinsing and cooling for pickling lines, gas conditioning, pollution control, quenching and cooling in cokemaking operations, and many other applications. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Continuous Casting, Specialy Alloy & Foundry, Hot Sheet Rolling, Plate Rolling, Long Products, Pipe & Tube, Metallurgy - Steelmaking & Casting, Metallurgy - Processing, Product & Applications",https://www.linkedin.com/company/shinagawa-refractories-co--ltd-/,,,V15
Steel Times International,http://www.steeltimesint.com,Redhill,Surrey,United Kingdom,"With more than 130 years of publishing experience, Steel Times International is an English language magazine containing a digest of global news, events and statistics, as well as more detailed technical articles, company and country profiles, conference reports and regular regional economic briefings.  In addition to its regular eight print editions, there are now a further four digital issues (meaning 12 issues per year) plus regular monthly webinars and two conferences – the Future Steel Forum and the Sustainable Steel Strategies Summit – and let’s not forget a comprehensive directory of suppliers.  To request a copy please e-mail esmehorn@quartzltd.com with details of your name, company, position, mailing address and e-mail.  Steel Times International is published in UK by Quartz Business Media Ltd e-mail steel@quartzltd.co.uk; web www.steeltimesint.com If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.",,https://www.linkedin.com/company/shinagawa-refractories-co--ltd-/,,,2640
SUEZ Water Technologies & Solutions,https://www.suezwatertechnologies.com/industries/primary-metals,Oakville,ON,Canada,"SUEZ Water Technologies & Solutions: Booth 2225  With operations in 130 countries and employing over 10,000 people worldwide, SUEZ’s Water Technologies & Solutions leverages our innovation, expertise and global capabilities to solve our customers’ toughest water, wastewater and process challenges wherever they occur. We have a comprehensive set of chemical, equipment and digital enabled services and products. These help our customers optimize water resources and overcome process challenges. We work with customers across all industries, including food & beverage, metals and mining, power, chemicals & pharma, oil & gas downstream and petrochemicals, upstream oil & gas, pulp and paper, and utilities. Visit www.suezwatertechnologies.com Brands: Gengard, InSight, Solus, degremont, ozonia, aquaray, Poseidon, ZeeWeed, Sievers If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cokemaking, Continuous Casting, Ironmaking, Material Handling, Environmental, DRI, Electric Steelmaking, Oxygen Steelmaking, Specialy Alloy & Foundry, Hot Sheet Rolling, Cold Sheet Rolling, Plate Rolling, Long Products, Pipe & Tube, Metallurgy - Steelmaking & Casting, Metallurgy - Processing, Product & Applications, Energy & Utilities, Project & Construction Management, Maintenance & Reliability, Lubrication & Hydraulics, Cokemaking",https://www.linkedin.com/company/shinagawa-refractories-co--ltd-/,,,1235
SuperBooth,https://www.aist.org/conference-expositions/aistech/sponsorships/superbooth,Chapin,SC,United States,"This year there will be a series of about 10 Solution Oriented Companies that have come together to secure one block of booth space. This Super Booth concept will allow attendees the opportunity to speak with the best in class within their respective expertise. Each member of the Super Booth is committed to customer solutions and the members range from Data Diagnostic Systems and Services, Custom Bearing Solutions, Fastener Technology and Installation, Lubricant Supplier, Lubrication Systems and Solutions, Equipment Management, and Hydraulic Solutions. One Super Booth will service multiple critical needs for the Steel Industry in giving expertise that covers multiple facets of this unique and challenging industry. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.",,https://www.linkedin.com/company/shinagawa-refractories-co--ltd-/,,,2336
Superior Engineering LLC,http://www.superiorengineering.com,HAMMOND,IN,United States," Superior Engineering is a multi-disciplinary consulting engineering firm specializing in engineering design and installation services for the steel industry. We have successfully provided these services to our clients for over 55 years. The S/E team of engineering and technical professionals applies its knowledge and experience in the mechanical, electrical, instrumentation, controls, structural, civil and process engineering disciplines to develop innovative solutions to any engineering challenge. Our ability to quickly understand project parameters and client needs translates to an effective, economical, and expedient execution of services. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Maintenance & Reliability, Metallurgy - Processing, Product & Applications, Metallurgy - Steelmaking & Casting, Project & Construction Management",https://www.linkedin.com/company/superior-engineering-llc,https://www.facebook.com/superiorengineeringllc/,,1345
Superior Machine Co.,http://www.smco.net,Florence,SC,United States," Superior Machine has over 40 years of experience serving the North American steel industry with time-critical engineering, state-of-the-art upgrade design, fabrication and complete field service capability. Superior is America’s most capable meltshop turnkey solution provider and specializes in the design, supply and installation of: If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Continuous Casting, Electric Steelmaking, Environmental, Hot Sheet Rolling, Long Products, Maintenance & Reliability, Metallurgy - Processing, Product & Applications, Metallurgy - Steelmaking & Casting, Oxygen Steelmaking, Pipe & Tube, Plate Rolling, Project & Construction Management, Specialy Alloy & Foundry",https://www.linkedin.com/company/superior-engineering-llc,https://www.facebook.com/SuperiorMachineCompany,,1721
"T. Bruce Sales, Inc.",http://www.tbrucesales.com,West Middlesex,PA,United States,"T Bruce Sales a Plate & Structural Fabricator & Machine Shop  T. Bruce Sales Inc. is a fully rounded heavy plate and structural fabricator with a thoroughly equipped machine shop. We specialize in material handling equipment and custom machine building. We offer many services, from cutting, sawing, rolling and welding, to machining, stress relieving, blast cleaning, painting and testing services. In one location for maximum control and quality for more than 35 years. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Electric Steelmaking, Material Handling, Metallurgy - Processing, Product & Applications, Oxygen Steelmaking, Specialy Alloy & Foundry",https://www.linkedin.com/company/superior-engineering-llc,,,1252
Tallman Technologies Inc.,http://www.tallmantechnologies.ca,Burlington,ON,Canada,"Tallman Technologies Inc. welcomes you to the AISTech 2021  Tallman Technologies Inc. is a leader in gas and solids injection technologies for the steel and ironmaking industry. For BOFs, we have custom solutions to reduce/eliminate lance and converter skulling without reducing CO collection, Focused Post Combustion Technology to increase scrap ratio and productivity while reducing C02 emissions, Parabolic Ports to increase jet penetration and Swirl Cool Technology that extends lance tip life. For Blast Furnaces, we provide High-Velocity, Water-Cooled Tuyeres; Auxiliary Stave Coolers to recover failed Staves; Cigar Coolers; CeraMetal Tuyere Inserts; and innovative water-saving technologies. For EAFs, we provide Tallman Supersonic Carbon Injector (TSCi) systems proven to reduce injection and charge carbon by over 50%, Tallman Supersonic Lime Injection (TSLi) systems, cast copper cooling panels, and EAF burners/injectors. Brands: Swirl Cool BOF Lance Tips, Tallman Supersonic Carbon Injector (TSCi), Tallman Supersonic Lime Injector (TSLi), Cold Shroud Lance Tip, CeraMetal Refractory Metal Tuyere Inserts, SD Lances, PCD Lances, Focused Post Combustion, Tallman Auxiliary Stave Coolers (TASC), If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Electric Steelmaking, Environmental, Ironmaking, Maintenance & Reliability, Oxygen Steelmaking, Project & Construction Management, Specialy Alloy & Foundry",https://ca.linkedin.com/company/tallman-technologies-inc,,,1708
TASSCO,http://tassco.com,Birmingham,AL,United States,"TASSCO exceeds the expectations of our customers by offering value added solutions that reduce costs and lead times. We are a leading supplier of innovative, high quality, & cost effective abrasion & impact resistant material handling solutions. Strong inventory levels partnered with our manufacturing capabilities allow us to respond quickly with the the most cost effective abrasion and impact resistant wear solutions. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cokemaking, Maintenance & Reliability, Material Handling, Pipe & Tube",https://ca.linkedin.com/company/tallman-technologies-inc,,,913
"Taylor Machine Works, Inc.",http://www.taylorbigred.com,LOUISVILLE,MS,United States,"See how taking care of our Customers is Priority One! Taylor Machine Works Inc. features a variety of pneumatic tire lift trucks for the heavy metals industries that have capacities ranging from 8,000-lbs to 125,000-lbs, With over 90 Years of American manufacturing excellence, Taylor lift trucks can tackle the heaviest lifts in the harshest industrial environments. The compact, cushion-tire XC-Series offers lift capacities ranging from 18,000 to 35,000 lbs. The Taylor heavy-duty cushion-tire trucks extend capacities to 85,000 lbs. Conventional forks, coil rams, and other metal-handling attachments are available across the entire Taylor product line. Partnered with Taylor Machine Works, Sudden Service Inc. provides the finest parts and service support available, assuring Taylor’s “Big Red” machines get the job done! Brands: Taylor, ""Big Red"", forklifts If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Maintenance & Reliability, Material Handling, Safety & Health",https://www.linkedin.com/company/taylor-machine-works-inc.,https://www.facebook.com/TaylorMachineWorks/,https://twitter.com/taylor_machine,1911
"Taylor-Winfield Technologies, Inc.",http://www.taylor-winfield.com,Youngstown,OH,United States,"Welcome to Taylor-Winfield Technologies, Inc.!  Taylor-Winifeld Technologies' welders join tomorrow's steel today! PROVEN processes for joining AHSS, UHSS, Silicon Steel, Stainless Steel and other steel grades. Taylor-Winfield has a long and substantial history of providing the highest quality coil joining welding machines to the metals processing industry. Our new Eclipse X1 solid-state fiber laser welder is no exception. The development of this machine evolved from our vast experience manufacturing coil joining welders and the shortcomings we have seen from laser welding machines on the current market. After collaborating with the world’s top laser welding experts on its technical design, the Eclipse X1 is the most modern fiber laser welding system for coil joining applications. Other coil joining welding machines include: resistance seam, spot, flash butt and ARC welding. We also offer post weld heat treatment (PWHT) and upgrades to optimize welder performance.  Brands: Eclipse X1 Laser Welding System, TwinLap, MegaLap & C-Flat Coil Joining welders If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cold Sheet Rolling, Computer Applications, Electrical Applications, Energy & Utilities, Galvanizing, Hot Sheet Rolling, Long Products, Lubrication & Hydraulics, Maintenance & Reliability, Metallurgy - Processing, Product & Applications, Pipe & Tube, Plate Rolling, Project & Construction Management",https://www.linkedin.com/company/taylor-winfield-technologies/,https://www.facebook.com/taylorwinfieldtechnologies%20,https://www.youtube.com/user/TaylorWinfieldTV,2209
TC/American Crane Company,http://www.tcamerican.com,ELK RIVER,MN,United States," TC/American Crane Company combines historical resources and over a century of experience to meet the needs of today's industries and beyond. We're working harder than ever to serve your needs and remain acknowledged worldwide as the innovator in the industry. We're totally committed t leadership in technology, quality, and service in all our product lines: Patented Track Cranes and Monorails, Traditional and Box Girder Top Running Cranes, Enclosed Track Workstation Cranes, and Specialty Engineered Material Handling Solutions. Look to TC/American Crane Company for products that meet the demands of a complex and competitive environment. A company whose focus is on the customer, helping the industry move material, making jobs run smoother, and keeping production on schedule. Brands: TC/American Patented Track
TC/American Legacy Products
SPANMASTER Workstation Cranes
TC/A Box Girders
Jaso Industrial Hoists, End Trucks, and Crane Kits TC/American is very proud to announce our new Enclosed Track Work Station Cranes. SPANMASTER Work Station Crane Systems are available in both freestanding and ceiling-mounted designs. SPANMASTER Work Station Crane capacities range from 250 lbs to 4400 lbs. Stretching beyond our competitors, we designed our ergonomic enclosed track system to handle overall bridge lengths up to 38’6″. SPANMASTER bridges are designed for a 1′ overhang which provides a maximum crane bridge span of 36’6″. The final differentiating factor is the unique range of motion provided by SPANMASTER’S unique end truck design. TC/American’s patented articulating end truck design allows the crane to manipulate more like a jib crane when loaded at one end. Our SPANMASTER Sytems use a fixed runway beam with an oscillating, articulating, and pivoting bridge. The bridge articulation is achieved by our Patented SPANMASTER end trucks. Our end trucks feature a unique ball pivot and u-hanger design which allows the bridge to manipulate similar to a jib crane. Through the lever-action created by the u-hanger lower pivots, operator effort to move the load is reduced significantly. With our unique end truck design we are seeing push/pull forces as low as 100:1. A major factor when deciding if a solution will work for a particular application is the crane bridge end approach. TC/American’s SPANMASTER Work Station Cranes remove that variable from the equation. SPANMASTER end trucks vary in overall length depending on the capacity and bridge span of the crane, but our largest end truck (4400 lb Capacity) comes in at an overall length of only 9.375″! This should make SPANMASTER your go-to solution when looking to maximize end approach. When we were designing our new SPANMASTER Work Station Crane System, we wanted to create an easier and more cost-effective solution for our customers. By utilizing a non-proprietary wide flange runway we are able to provide a large variety of benefits with choosing a SPANMASTER System:  What’s the Difference? Time after time. Year after year. We’ve built the perfect beast of burden – the best overhead rail/trolley system for mov­ing all kinds of material in all kinds of ways. We discovered years ago that conventional I-beam systems have a lot of shortcomings. Solving those problems led to our TC/American patented track system – the one to trust for dependable workhorse performance day in, day out.   Every TC/American track and trolley system offers complete design flexibility. You can move loads easily throughout your plant in precisely the patterns you choose. And because it’s engineered with standard components wherever possible, this superior system can also cut installation costs. But most important, it delivers smoother performance, longer, with less maintenance. RAIL LINE   The backbone of any monorail or crane system is the rail. At TC/American Crane Company, we manufacture rails specifically designed to provide maximum strength, flexibility, and durability. Our rail uses high carbon-manganese steel tee sections which are rolled to close tolerances for maximum strength and long life while keeping weight to a minimum. These special alloy steel tee sections provide many years of dependable service, as compared to common structural steel beams which are mild steel and not precision made. TC/American Crane offers patented track in numerous standard rail configurations for a variety of applications up to 20-ton or more capacity. Hoists There are different configuration types of hoists. SUPPORTED HOIST With gear wheels and pinions manufactured with case hardened steel, we achieve small high-performance gears. The perfect solution for auxiliary processes. SINGLE GIRDER HOIST The best option for use in reduced spaces. It consists of two trolleys (motorized and auxiliary) with two wheels that turn on bearings attached to plates which are duly mechanized and joined by bolts. DOUBLE GIRDER HOIST The perfect hoist to achieve a combination of stability, balance, and lifting height. Made up of a frame formed by two end-carriages, mechanized after assembly, in order to ensure the perfect alignment of the wheels. V hoist product range (Lifting frequency inverter) N hoist product range (two-speed motor) End Carriage End Carriages and Travelling Gears Each end carriage is composed of: Structure Built as a structural section or box-shaped and machined after assembly, in order to ensure a perfect alignment of the wheels. Two rubber buffers are fitted to each end. Crane Kits The JASO crane kits for up to 100 t capacity are made up of lifting mechanisms, trolley and bridge traveling mechanism as well as electrical equipment, allowing the user to create the appropriate type of crane with both standardized and specialized components. The necessary engineering project is included for the manufacturing of the bridge crane structure in single-girder, double-girder, and gantry configurations. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cranes, Material Handling",https://www.linkedin.com/company/10337469,https://www.facebook.com/tcamerican.crane,,1208
"Technical Weighing Services, Inc.",http://www.techweigh.com,Griffith,IN,United States,"Technical Weighing Services engineers, manufactures and installs weighing systems, in-motion crane weigh systems, roll force measurement systems and strip tensions for the steel industry throughout the United States and worldwide. As a company we can provide solutions ranging from repairs and replacements for all brands of load cells, to complete integrated control and material handling solutions and weighing systems. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Material Handling, Hot Sheet Rolling, Cold Sheet Rolling, Plate Rolling, Long Products, Pipe & Tube, Electrical Applications, Computer Applications, Project & Construction Management, Maintenance & Reliability",https://www.linkedin.com/company/10337469,,,2722
Technos Inc.,http://WWW.TECHNOSFANS.COM,Schertz,TX,United States,"We welcome unique opportunities from all industries. Technos,Inc. is your single source supplier for industrial fan services. We manufacture, repair, install, maintain and service industrial equipment. Technos has 40,000 square feet of manufacturing and machine shop facilities and a fleet of service trucks ready to be dispatched at a moment's notice. Some of the services we provide include pressure vessel repair, shop machining, shop fabrications, millwrights, mechanics, fan repair, rebuild and balancing, extruder repair and gearbox repair turnaround services.  You can depend on us for high quality goods and services performed in a reliable, timely and cost effective manner. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cokemaking, Cold Sheet Rolling, Continuous Casting, Electric Steelmaking, Energy & Utilities, Environmental, Galvanizing, Hot Sheet Rolling, Ironmaking, Ladle & Secondary Refining, Maintenance & Reliability, Metallurgy - Processing, Product & Applications, Metallurgy - Steelmaking & Casting, Oxygen Steelmaking, Pipe & Tube, Specialy Alloy & Foundry, Tube Mills",https://www.linkedin.com/company/technosfans,https://www.facebook.com/technosfans/,https://twitter.com/technosfans,2807
Tenova,http://www.tenova.com,Castellanza,TX,Italy,"Tenova. SUSTAINABLE SOLUTIONS FOR METALS AND MINING   Tenova, a Techint Group company, is a leading company specialized in sustainable solutions for the green transition of the metals industry. Tenova's portfolio includes: • High-Carbon DRI with ENERGIRON DR Technology • Fully integrated electric arc furnaces steel making from iron and scrap up to liquid steel • EAF Recovery of Energy plant and New Secondary Metallurgy plants • Thermal processing from reheating to heat treatment of high quality flat and long products • Processing of metal strips from hot strip mill down to all final products • Cold rolling mills and auxiliary equipment for ferrous and non-ferrous flat strip products • Fully automated roll shops for hot strip and cold mills • port and stockyard handling, dewatering, mineral processing and beneficiation. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cold Sheet Rolling, Computer Applications, DRI, Electric Steelmaking, Electrical Applications, Energy & Utilities, Environmental, Galvanizing, Hot Sheet Rolling, Ironmaking, Ladle & Secondary Refining, Long Products, Maintenance & Reliability, Material Handling, Metallurgy - Processing, Product & Applications, Oxygen Steelmaking, Pipe & Tube, Plate Rolling, Rolls, Safety & Health, Specialy Alloy & Foundry, Tinplate Mill Products",https://www.linkedin.com/company/tenova/,,https://twitter.com/tenovagroup,1425
The Systems Group,http://tsg.bz/,El Dorado,AR,United States,"Visit our booth to learn more about The Systems Group. The Systems Group is a diverse group of companies that interact with each other to offer a suite of services to heavy industry. We are a family owned company with 50 years experience of taking care of the customer. Systems Contracting builds new processing facilities. We can be the general contractor on a project or a sub contractor for process piping, millwright services, steel erection, and concrete. Systems Plant Services keeps your plant running. We can provide craft labor to maintain and repair your mill. Systems Spray-Cooled provides, ferrous and non-ferrous, melt shops with safe cooling equipment around the world. Systems Fab & Machine will build just about anything you can dream up. These are our fabricating and machine shops that custom build things out of steel for our customers. Brands: Spray-Cooled, Plant Services, SMAC, SMAC Mini, Fab & Machine If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Electric Steelmaking, Hot Sheet Rolling, Ironmaking, Long Products, Maintenance & Reliability, Oxygen Steelmaking, Pipe & Tube, Plate Rolling, Project & Construction Management, Specialy Alloy & Foundry",https://www.linkedin.com/company/systems-group?trk=top_nav_home,https://www.facebook.com/pages/The-Systems-Group/307690592638681,https://www.youtube.com/channel/UCB39fYNlkKLHUikW6qw2law,1835
Thermal-Tec Inc,http://www.thermal-tec.com,Cedar Springs,MI,United States,"We Fix Commercial Melt Shop Roofs    Brands: MR Multi-ply® Roof System MR Multi-ply® Roof System – Our patented roofing system is the industry standard when it comes to providing a permanent roofing solution, specifically designed for commercial sized facilities. Our product ensures extended durability, flexibility, added tensile strength aprox: (80,000-100,000 lbs) per square footage, all while carrying a UL and FM class A fire-rating. We’re the experts when it comes to our roofing solution.  We engineered it. We install it. We warranty it. There is no middle-man or sub-contractor. This insures three things: faster installation time, less people on your roof, and no additional outside resources needed. We decided long ago that safety wasn’t just about compliance. It was to become a cornerstone of culture. Commercial roofing is a dangerous business. When it comes to “complying” with official requirements put forth by governing bodies, i.e. OSHA, NRCA, etc. we recognize that many “industry” requirements are made to cover a wide-variety of roofing applications. What is considered safe for one company may not go far enough to ensure absolute safety for a different company. That’s why we set our own safety requirements in addition to standard compliance. Transite is a common asbestos containing construction material that was widely used between the 1950s-1980s.   Its insulation and fire retardant properties became the driving factors for inclusion on High-temperature, commercial and industrial buildings The custom, form-fit nature of our product not only encapsulates the toxic material, it improves the longevity of the entire building structure, thanks to the added 80,000-100,000 lbs of tensile strength per square foot.  This accomplishes two things: keeping the transite out of landfills, while your building retains the insulation and fire-retardant benefits of the transite by keeping your roof intact. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Electric Steelmaking, Galvanizing, Maintenance & Reliability, Specialy Alloy & Foundry",https://www.linkedin.com/company/thermal-tec-roofing,https://www.facebook.com/ThermalTecRoof,https://www.twitter/thermaltecroof,1218
Titan Bearings,http://www.m-rsi.com,Chapin,SC,United States,"MRSI delivers Managed Results with Engineered Solutions. MRSI is a ""Specialty Bearing"" Solutions Provider specializing in solutions of rotating and pivoting equipment withint the steel industry.  MRSI brings over 75 years of steel mill experience providing solutions for the industries toughest, most critical, and most costly expenditures.  Critical Spare Programs, Predictive Monitoring, Specialty Bearings, Custom Bearings and Components, Custom Torque Solutions, Custom Fastener Solutions, Custom Hydraulic Cylinders Solutions, and much more.  MRSI is always pushing the solution envolope for all components that are linked to the rotating or pivoting systems within any application.  MRSI works closely with the equipment owner to maximize the performance of the equipment while reducing the overall production cost with our solutions.  MRSI welcomes the industries toughest applications and will continue to deliver manged results with our engineered solutions. Brands: Kingsbury, Messinger Bearings, Titan bearings, Silverthin Bearings, IVC, Torkworx, Garrod Hydraulics, Valley Forge & Bolt If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cokemaking, Cold Sheet Rolling, Computer Applications, Continuous Casting, Electric Steelmaking, Electrical Applications, Hot Sheet Rolling, Long Products, Maintenance & Reliability, Material Handling, Metallurgy - Processing, Product & Applications, Metallurgy - Steelmaking & Casting, Oxygen Steelmaking, Pipe & Tube, Plate Rolling, Project & Construction Management, Rolls, Specialy Alloy & Foundry, Tube Mills",https://www.linkedin.com/company/thermal-tec-roofing,,,2438
